annee;diplome;etablissement;academie;domaine;discipline;taux_de_reponse;taux_dinsertion;taux_d_emploi;salaire_brut_annuel_estime;situation;nombre_de_reponses;poids_de_la_discipline;idDiscipline;idDiplome;idLieu;IdTemps;SituationMois;NombreReponsesCAST(INT);TauxInsertionCAST(INT);SalaireBrutAnnuelEstimeCAST(INT);TauxReponsesCAST(INT);ErrorCode;ErrorColumn
2014;MASTER LMD;Cergy-Pontoise;Versailles;Sciences, technologies et santé;Sciences fondamentales;60;;;;18 mois après le diplôme;3;1;20;2;46;6;18;3;;;60;-1071607685;0
2014;MASTER LMD;Cergy-Pontoise;Versailles;Sciences, technologies et santé;Sciences de l'ingénieur;67;;;;30 mois après le diplôme;26;9;19;2;46;6;30;26;;;67;-1071607685;0
2014;MASTER LMD;Corse Pasquale Paoli;Corse;Droit, économie et gestion;Économie;50;;;;18 mois après le diplôme;11;12;5;2;51;6;18;11;;;50;-1071607685;0
2014;MASTER LMD;Corse Pasquale Paoli;Corse;Droit, économie et gestion;Gestion;74;;;;30 mois après le diplôme;24;25;9;2;51;6;30;24;;;74;-1071607685;0
2014;MASTER LMD;Corse Pasquale Paoli;Corse;Lettres, langues, arts;Lettres, langues, arts;67;;;;18 mois après le diplôme;3;3;13;2;51;6;18;3;;;67;-1071607685;0
2014;MASTER LMD;Corse Pasquale Paoli;Corse;Sciences humaines et sociales;Ensemble sciences humaines et sociales;81;;;;18 mois après le diplôme;10;9;7;2;51;6;18;10;;;81;-1071607685;0
2014;MASTER LMD;Corse Pasquale Paoli;Corse;Sciences humaines et sociales;Histoire-géographie;75;;;;30 mois après le diplôme;2;2;10;2;51;6;30;2;;;75;-1071607685;0
2014;MASTER LMD;Corse Pasquale Paoli;Corse;Sciences, technologies et santé;Ensemble sciences, technologies et santé;79;85;;;30 mois après le diplôme;53;47;8;2;51;6;30;53;85;;79;-1071607685;0
2014;MASTER LMD;Corse Pasquale Paoli;Corse;Sciences, technologies et santé;Sciences de la vie et de la terre;77;85;;;30 mois après le diplôme;39;35;18;2;51;6;30;39;85;;77;-1071607685;0
2014;MASTER ENS;Antilles;Guadeloupe;Masters enseignement;Masters enseignement;27;;;;18 mois après le diplôme;17;;14;1;34;6;18;17;;;27;-1071607685;0
2014;MASTER LMD;Antilles;Guadeloupe;Sciences humaines et sociales;Autres sciences humaines et sociales;60;;;;18 mois après le diplôme;1;2;2;2;34;6;18;1;;;60;-1071607685;0
2014;MASTER LMD;Antilles;Guadeloupe;Sciences, technologies et santé;Ensemble sciences, technologies et santé;64;;;;18 mois après le diplôme;17;30;8;2;34;6;18;17;;;64;-1071607685;0
2014;MASTER LMD;Antilles;Guadeloupe;Sciences, technologies et santé;Sciences fondamentales;50;;;;18 mois après le diplôme;1;2;20;2;34;6;18;1;;;50;-1071607685;0
2014;MASTER LMD;Antilles;Guadeloupe;Sciences, technologies et santé;Informatique;33;;;;18 mois après le diplôme;1;2;12;2;34;6;18;1;;;33;-1071607685;0
2014;MASTER LMD;La Réunion;La Réunion;Droit, économie et gestion;Droit;68;;;;18 mois après le diplôme;15;10;4;2;63;6;18;15;;;68;-1071607685;0
2014;MASTER LMD;La Réunion;La Réunion;Lettres, langues, arts;Lettres, langues, arts;42;;;;18 mois après le diplôme;9;10;13;2;63;6;18;9;;;42;-1071607685;0
2014;MASTER LMD;La Réunion;La Réunion;Sciences, technologies et santé;Ensemble sciences, technologies et santé;64;84;;;18 mois après le diplôme;29;20;8;2;63;6;18;29;84;;64;-1071607685;0
2014;MASTER LMD;La Réunion;La Réunion;Sciences, technologies et santé;Autres sciences, technologies et santé;75;;;;30 mois après le diplôme;2;1;3;2;63;6;30;2;;;75;-1071607685;0
2014;MASTER ENS;Toutes universités et établissements assimilés;;Masters enseignement;Masters enseignement;69;97;;26500;18 mois après le diplôme;3588;100;14;1;120;6;18;3588;97;26500;69;-1071607685;0
2014;MASTER LMD;Toutes universités et établissements assimilés;;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;69;93;;31300;30 mois après le diplôme;12584;43;6;2;120;6;30;12584;93;31300;69;-1071607685;0
2014;MASTER LMD;Toutes universités et établissements assimilés;;Droit, économie et gestion;Économie;68;91;;32000;30 mois après le diplôme;1440;5;5;2;120;6;30;1440;91;32000;68;-1071607685;0
2014;MASTER LMD;Toutes universités et établissements assimilés;;Droit, économie et gestion;Gestion;70;94;;32100;30 mois après le diplôme;6931;24;9;2;120;6;30;6931;94;32100;70;-1071607685;0
2014;MASTER LMD;Toutes universités et établissements assimilés;;Sciences humaines et sociales;Autres sciences humaines et sociales;72;81;;24500;18 mois après le diplôme;1944;6;2;2;120;6;18;1944;81;24500;72;-1071607685;0
2014;MASTER LMD;Toutes universités et établissements assimilés;;Sciences humaines et sociales;Autres sciences humaines et sociales;72;85;;25700;30 mois après le diplôme;1944;6;2;2;120;6;30;1944;85;25700;72;-1071607685;0
2015;MASTER ENS;Nice - Sophia-Antipolis;Nice;Masters enseignement;Masters enseignement;66;99;;26500;18 mois après le diplôme;86;100;14;1;84;7;18;86;99;26500;66;-1071607685;0
2015;MASTER LMD;Nice - Sophia-Antipolis;Nice;Lettres, langues, arts;Lettres, langues, arts;75;;;;18 mois après le diplôme;28;5;13;2;84;7;18;28;;;75;-1071607685;0
2015;MASTER LMD;Nice - Sophia-Antipolis;Nice;Sciences humaines et sociales;Histoire-géographie;80;74;;;30 mois après le diplôme;31;5;10;2;84;7;30;31;74;;80;-1071607685;0
2020;MASTER LMD;Lille;Lille;Sciences humaines et sociales;Information communication;85;92;87;26400;30 mois après le diplôme;65;3;11;2;67;12;30;65;92;26400;85;-1071607685;0
2020;MASTER LMD;Lille;Lille;Sciences, technologies et santé;Autres sciences, technologies et santé;69;98;93;31200;30 mois après le diplôme;43;3;3;2;67;12;30;43;98;31200;69;-1071607685;0
2020;MASTER LMD;Polytechnique Hauts-de-France;Lille;Droit, économie et gestion;Économie;67;;ns;;18 mois après le diplôme;8;2;5;2;106;12;18;8;;;67;-1071607685;0
2020;MASTER LMD;Polytechnique Hauts-de-France;Lille;Droit, économie et gestion;Gestion;76;98;96;33100;30 mois après le diplôme;99;23;9;2;106;12;30;99;98;33100;76;-1071607685;0
2020;MASTER LMD;Polytechnique Hauts-de-France;Lille;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;83;;ns;;18 mois après le diplôme;4;1;1;2;106;12;18;4;;;83;-1071607685;0
2020;MASTER LMD;Polytechnique Hauts-de-France;Lille;Lettres, langues, arts;Lettres, langues, arts;75;76;70;;18 mois après le diplôme;45;11;13;2;106;12;18;45;76;;75;-1071607685;0
2020;MASTER LMD;Polytechnique Hauts-de-France;Lille;Sciences humaines et sociales;Histoire-géographie;100;;ns;;30 mois après le diplôme;5;1;10;2;106;12;30;5;;;100;-1071607685;0
2020;MASTER LMD;Polytechnique Hauts-de-France;Lille;Sciences humaines et sociales;Autres sciences humaines et sociales;75;;ns;;18 mois après le diplôme;20;5;2;2;106;12;18;20;;;75;-1071607685;0
2020;MASTER LMD;Polytechnique Hauts-de-France;Lille;Sciences, technologies et santé;Sciences fondamentales;86;;ns;;30 mois après le diplôme;5;1;20;2;106;12;30;5;;;86;-1071607685;0
2020;MASTER LMD;Polytechnique Hauts-de-France;Lille;Sciences, technologies et santé;Sciences fondamentales;86;;ns;;18 mois après le diplôme;5;1;20;2;106;12;18;5;;;86;-1071607685;0
2020;MASTER LMD;Polytechnique Hauts-de-France;Lille;Sciences, technologies et santé;Sciences de l'ingénieur;82;100;100;33000;18 mois après le diplôme;74;17;19;2;106;12;18;74;100;33000;82;-1071607685;0
2020;MASTER LMD;Artois;Lille;Droit, économie et gestion;Droit;79;;ns;;18 mois après le diplôme;22;9;4;2;35;12;18;22;;;79;-1071607685;0
2020;MASTER LMD;Artois;Lille;Sciences, technologies et santé;Sciences de la vie et de la terre;67;;ns;;18 mois après le diplôme;4;2;18;2;35;12;18;4;;;67;-1071607685;0
2020;MASTER LMD;Artois;Lille;Sciences, technologies et santé;Sciences fondamentales;70;;ns;;18 mois après le diplôme;5;2;20;2;35;12;18;5;;;70;-1071607685;0
2020;MASTER LMD;Artois;Lille;Sciences, technologies et santé;Autres sciences, technologies et santé;85;;ns;;18 mois après le diplôme;10;4;3;2;35;12;18;10;;;85;-1071607685;0
2020;MASTER ENS;Clermont Auvergne;Clermont-Ferrand;Masters enseignement;Masters enseignement;71;98;98;28100;18 mois après le diplôme;128;100;14;1;47;12;18;128;98;28100;71;-1071607685;0
2020;MASTER LMD;Clermont Auvergne;Clermont-Ferrand;Droit, économie et gestion;Économie;87;;ns;;30 mois après le diplôme;22;3;5;2;47;12;30;22;;;87;-1071607685;0
2020;MASTER LMD;Clermont Auvergne;Clermont-Ferrand;Sciences humaines et sociales;Histoire-géographie;71;;ns;;18 mois après le diplôme;10;1;10;2;47;12;18;10;;;71;-1071607685;0
2020;MASTER LMD;Clermont Auvergne;Clermont-Ferrand;Sciences humaines et sociales;Psychologie;85;;ns;;18 mois après le diplôme;14;2;17;2;47;12;18;14;;;85;-1071607685;0
2020;MASTER LMD;Clermont Auvergne;Clermont-Ferrand;Sciences, technologies et santé;Sciences de la vie et de la terre;79;87;85;27300;18 mois après le diplôme;87;12;18;2;47;12;18;87;87;27300;79;-1071607685;0
2020;MASTER LMD;Clermont Auvergne;Clermont-Ferrand;Sciences, technologies et santé;Sciences de la vie et de la terre;79;92;86;29600;30 mois après le diplôme;87;12;18;2;47;12;30;87;92;29600;79;-1071607685;0
2020;MASTER LMD;Clermont Auvergne;Clermont-Ferrand;Sciences, technologies et santé;Sciences fondamentales;92;91;91;;30 mois après le diplôme;32;4;20;2;47;12;30;32;91;;92;-1071607685;0
2020;MASTER LMD;Clermont Auvergne;Clermont-Ferrand;Sciences, technologies et santé;Autres sciences, technologies et santé;77;97;96;34300;30 mois après le diplôme;67;10;3;2;47;12;30;67;97;34300;77;-1071607685;0
2020;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Droit, économie et gestion;Droit;86;92;88;;18 mois après le diplôme;39;13;4;2;102;12;18;39;92;;86;-1071607685;0
2020;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Droit, économie et gestion;Économie;80;95;90;27200;18 mois après le diplôme;38;14;5;2;102;12;18;38;95;27200;80;-1071607685;0
2020;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences humaines et sociales;Histoire-géographie;87;;ns;;30 mois après le diplôme;21;7;10;2;102;12;30;21;;;87;-1071607685;0
2020;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences, technologies et santé;Sciences fondamentales;95;;ns;;30 mois après le diplôme;18;6;20;2;102;12;30;18;;;95;-1071607685;0
2020;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences, technologies et santé;Informatique;80;;ns;;18 mois après le diplôme;19;6;12;2;102;12;18;19;;;80;-1071607685;0
2020;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences, technologies et santé;Informatique;80;;ns;;30 mois après le diplôme;19;6;12;2;102;12;30;19;;;80;-1071607685;0
2020;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences, technologies et santé;Autres sciences, technologies et santé;92;;ns;;30 mois après le diplôme;18;6;3;2;102;12;30;18;;;92;-1071607685;0
2020;MASTER ENS;Perpignan - Via Domitia;Montpellier;Masters enseignement;Masters enseignement;65;;ns;;18 mois après le diplôme;15;ns;14;1;103;12;18;15;;;65;-1071607685;0
2020;MASTER ENS;Perpignan - Via Domitia;Montpellier;Masters enseignement;Masters enseignement;65;;ns;;30 mois après le diplôme;15;ns;14;1;103;12;30;15;;;65;-1071607685;0
2020;MASTER LMD;Perpignan - Via Domitia;Montpellier;Droit, économie et gestion;Droit;72;95;94;32100;30 mois après le diplôme;63;35;4;2;103;12;30;63;95;32100;72;-1071607685;0
2020;MASTER LMD;Perpignan - Via Domitia;Montpellier;Droit, économie et gestion;Gestion;78;89;87;26000;18 mois après le diplôme;65;34;9;2;103;12;18;65;89;26000;78;-1071607685;0
2020;MASTER LMD;Perpignan - Via Domitia;Montpellier;Droit, économie et gestion;Gestion;78;94;89;30700;30 mois après le diplôme;65;34;9;2;103;12;30;65;94;30700;78;-1071607685;0
2020;MASTER LMD;Perpignan - Via Domitia;Montpellier;Sciences humaines et sociales;Autres sciences humaines et sociales;81;;ns;;30 mois après le diplôme;11;6;2;2;103;12;30;11;;;81;-1071607685;0
2020;MASTER LMD;Perpignan - Via Domitia;Montpellier;Sciences, technologies et santé;Ensemble sciences, technologies et santé;84;;ns;;18 mois après le diplôme;26;12;8;2;103;12;18;26;;;84;-1071607685;0
2020;MASTER LMD;Strasbourg;Strasbourg;Droit, économie et gestion;Économie;82;98;94;34800;30 mois après le diplôme;46;5;5;2;114;12;30;46;98;34800;82;-1071607685;0
2020;MASTER LMD;Strasbourg;Strasbourg;Sciences humaines et sociales;Histoire-géographie;88;;ns;;30 mois après le diplôme;23;2;10;2;114;12;30;23;;;88;-1071607685;0
2020;MASTER LMD;Strasbourg;Strasbourg;Sciences humaines et sociales;Psychologie;87;99;98;31200;30 mois après le diplôme;80;8;17;2;114;12;30;80;99;31200;87;-1071607685;0
2020;MASTER LMD;Strasbourg;Strasbourg;Sciences humaines et sociales;Autres sciences humaines et sociales;77;93;86;28100;30 mois après le diplôme;45;4;2;2;114;12;30;45;93;28100;77;-1071607685;0
2020;MASTER LMD;Strasbourg;Strasbourg;Sciences, technologies et santé;Sciences fondamentales;72;89;88;32800;18 mois après le diplôme;101;10;20;2;114;12;18;101;89;32800;72;-1071607685;0
2020;MASTER LMD;Strasbourg;Strasbourg;Sciences, technologies et santé;Informatique;69;100;98;38800;30 mois après le diplôme;41;4;12;2;114;12;30;41;100;38800;69;-1071607685;0
2020;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;78;94;91;31200;18 mois après le diplôme;114;47;6;2;82;12;18;114;94;31200;78;-1071607685;0
2020;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;78;97;94;34300;30 mois après le diplôme;114;47;6;2;82;12;30;114;97;34300;78;-1071607685;0
2020;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Droit, économie et gestion;Droit;78;;ns;;18 mois après le diplôme;13;5;4;2;82;12;18;13;;;78;-1071607685;0
2020;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Sciences humaines et sociales;Ensemble sciences humaines et sociales;71;93;81;27600;30 mois après le diplôme;45;20;7;2;82;12;30;45;93;27600;71;-1071607685;0
2020;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Sciences, technologies et santé;Ensemble sciences, technologies et santé;79;85;83;32000;18 mois après le diplôme;61;25;8;2;82;12;18;61;85;32000;79;-1071607685;0
2020;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Sciences, technologies et santé;Sciences de l'ingénieur;72;;ns;;30 mois après le diplôme;29;12;19;2;82;12;30;29;;;72;-1071607685;0
2020;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Sciences, technologies et santé;Autres sciences, technologies et santé;100;;ns;;18 mois après le diplôme;13;4;3;2;82;12;18;13;;;100;-1071607685;0
2020;MASTER ENS;Lyon 1 - Claude Bernard;Lyon;Masters enseignement;Masters enseignement;56;97;93;30400;30 mois après le diplôme;156;100;14;1;75;12;30;156;97;30400;56;-1071607685;0
2020;MASTER LMD;Lyon 1 - Claude Bernard;Lyon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;73;;ns;;30 mois après le diplôme;21;5;7;2;75;12;30;21;;;73;-1071607685;0
2020;MASTER LMD;Lyon 1 - Claude Bernard;Lyon;Sciences, technologies et santé;Autres sciences, technologies et santé;55;93;88;27300;30 mois après le diplôme;56;14;3;2;75;12;30;56;93;27300;55;-1071607685;0
2020;MASTER LMD;Lyon 2 - Lumière;Lyon;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;77;89;86;30700;18 mois après le diplôme;286;39;6;2;76;12;18;286;89;30700;77;-1071607685;0
2020;MASTER LMD;Lyon 2 - Lumière;Lyon;Droit, économie et gestion;Droit;69;90;85;28100;18 mois après le diplôme;80;11;4;2;76;12;18;80;90;28100;69;-1071607685;0
2020;MASTER LMD;Lyon 2 - Lumière;Lyon;Droit, économie et gestion;Droit;69;96;92;31200;30 mois après le diplôme;80;11;4;2;76;12;30;80;96;31200;69;-1071607685;0
2020;MASTER LMD;Lyon 2 - Lumière;Lyon;Droit, économie et gestion;Gestion;80;83;81;29000;18 mois après le diplôme;46;6;9;2;76;12;18;46;83;29000;80;-1071607685;0
2020;MASTER LMD;Lyon 2 - Lumière;Lyon;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;91;;ns;;30 mois après le diplôme;27;4;1;2;76;12;30;27;;;91;-1071607685;0
2020;MASTER LMD;Lyon 2 - Lumière;Lyon;Lettres, langues, arts;Lettres, langues, arts;66;89;82;28300;30 mois après le diplôme;68;10;13;2;76;12;30;68;89;28300;66;-1071607685;0
2020;MASTER LMD;Lyon 2 - Lumière;Lyon;Sciences humaines et sociales;Autres sciences humaines et sociales;80;86;81;26500;18 mois après le diplôme;156;20;2;2;76;12;18;156;86;26500;80;-1071607685;0
2020;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;71;95;86;32800;18 mois après le diplôme;750;77;6;2;77;12;18;750;95;32800;71;-1071607685;0
2020;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Lettres, langues, arts;Lettres, langues, arts;67;83;76;30300;30 mois après le diplôme;90;10;13;2;77;12;30;90;83;30300;67;-1071607685;0
2020;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;74;84;76;27600;30 mois après le diplôme;117;12;7;2;77;12;30;117;84;27600;74;-1071607685;0
2020;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Sciences humaines et sociales;Histoire-géographie;83;87;77;;30 mois après le diplôme;31;3;10;2;77;12;30;31;87;;83;-1071607685;0
2020;MASTER LMD;Le Mans;Nantes;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;48;95;91;;18 mois après le diplôme;44;36;6;2;66;12;18;44;95;;48;-1071607685;0
2020;MASTER LMD;Le Mans;Nantes;Droit, économie et gestion;Droit;48;;ns;;30 mois après le diplôme;13;10;4;2;66;12;30;13;;;48;-1071607685;0
2020;MASTER LMD;Le Mans;Nantes;Droit, économie et gestion;Économie;52;;ns;;18 mois après le diplôme;16;12;5;2;66;12;18;16;;;52;-1071607685;0
2020;MASTER LMD;Le Mans;Nantes;Lettres, langues, arts;Lettres, langues, arts;68;;ns;;18 mois après le diplôme;22;12;13;2;66;12;18;22;;;68;-1071607685;0
2020;MASTER LMD;Le Mans;Nantes;Lettres, langues, arts;Lettres, langues, arts;68;;ns;;30 mois après le diplôme;22;12;13;2;66;12;30;22;;;68;-1071607685;0
2020;MASTER LMD;Le Mans;Nantes;Sciences, technologies et santé;Sciences de la vie et de la terre;60;;ns;;18 mois après le diplôme;3;2;18;2;66;12;18;3;;;60;-1071607685;0
2020;MASTER LMD;Le Mans;Nantes;Sciences, technologies et santé;Sciences fondamentales;70;;ns;;18 mois après le diplôme;13;9;20;2;66;12;18;13;;;70;-1071607685;0
2020;MASTER LMD;Le Mans;Nantes;Sciences, technologies et santé;Sciences fondamentales;70;;ns;;30 mois après le diplôme;13;9;20;2;66;12;30;13;;;70;-1071607685;0
2020;MASTER LMD;Le Mans;Nantes;Sciences, technologies et santé;Autres sciences, technologies et santé;40;;ns;;18 mois après le diplôme;18;17;3;2;66;12;18;18;;;40;-1071607685;0
2020;MASTER ENS;Savoie Mont Blanc;Grenoble;Masters enseignement;Masters enseignement;88;99;99;27300;18 mois après le diplôme;148;100;14;1;112;12;18;148;99;27300;88;-1071607685;0
2020;MASTER LMD;Savoie Mont Blanc;Grenoble;Droit, économie et gestion;Économie;93;75;67;25400;18 mois après le diplôme;70;17;5;2;112;12;18;70;75;25400;93;-1071607685;0
2020;MASTER LMD;Savoie Mont Blanc;Grenoble;Sciences humaines et sociales;Ensemble sciences humaines et sociales;90;85;79;26500;18 mois après le diplôme;97;23;7;2;112;12;18;97;85;26500;90;-1071607685;0
2020;MASTER LMD;Savoie Mont Blanc;Grenoble;Sciences, technologies et santé;Autres sciences, technologies et santé;83;;ns;;18 mois après le diplôme;26;7;3;2;112;12;18;26;;;83;-1071607685;0
2020;MASTER LMD;Paris 1 - Panthéon Sorbonne;Paris;Droit, économie et gestion;Gestion;59;95;93;38100;18 mois après le diplôme;152;19;9;2;88;12;18;152;95;38100;59;-1071607685;0
2020;MASTER LMD;Paris 1 - Panthéon Sorbonne;Paris;Droit, économie et gestion;Gestion;59;99;99;42900;30 mois après le diplôme;152;19;9;2;88;12;30;152;99;42900;59;-1071607685;0
2020;MASTER LMD;Paris 1 - Panthéon Sorbonne;Paris;Sciences humaines et sociales;Histoire-géographie;58;88;78;28100;18 mois après le diplôme;72;9;10;2;88;12;18;72;88;28100;58;-1071607685;0
2020;MASTER LMD;Paris 1 - Panthéon Sorbonne;Paris;Sciences humaines et sociales;Information communication;33;;ns;;30 mois après le diplôme;3;0;11;2;88;12;30;3;;;33;-1071607685;0
2020;MASTER LMD;Paris 3 - Sorbonne Nouvelle;Paris;Lettres, langues, arts;Lettres, langues, arts;49;89;86;28500;18 mois après le diplôme;131;61;13;2;91;12;18;131;89;28500;49;-1071607685;0
2020;MASTER LMD;Paris 3 - Sorbonne Nouvelle;Paris;Sciences humaines et sociales;Information communication;53;92;87;;18 mois après le diplôme;38;16;11;2;91;12;18;38;92;;53;-1071607685;0
2020;MASTER LMD;Paris 3 - Sorbonne Nouvelle;Paris;Sciences humaines et sociales;Autres sciences humaines et sociales;59;83;79;;18 mois après le diplôme;53;23;2;2;91;12;18;53;83;;59;-1071607685;0
2020;MASTER LMD;Paris 3 - Sorbonne Nouvelle;Paris;Sciences humaines et sociales;Autres sciences humaines et sociales;59;96;86;30200;30 mois après le diplôme;53;23;2;2;91;12;30;53;96;30200;59;-1071607685;0
2020;MASTER LMD;Sorbonne Université;Paris;Lettres, langues, arts;Lettres, langues, arts;27;84;77;27800;18 mois après le diplôme;54;18;13;2;113;12;18;54;84;27800;27;-1071607685;0
2020;MASTER LMD;Sorbonne Université;Paris;Sciences humaines et sociales;Information communication;26;92;91;32500;18 mois après le diplôme;48;15;11;2;113;12;18;48;92;32500;26;-1071607685;0
2020;MASTER LMD;Sorbonne Université;Paris;Sciences, technologies et santé;Sciences fondamentales;52;84;77;43800;30 mois après le diplôme;65;11;20;2;113;12;30;65;84;43800;52;-1071607685;0
2020;MASTER LMD;Sorbonne Université;Paris;Sciences, technologies et santé;Sciences de l'ingénieur;49;69;66;;18 mois après le diplôme;42;7;19;2;113;12;18;42;69;;49;-1071607685;0
2020;MASTER LMD;Sorbonne Université;Paris;Sciences, technologies et santé;Informatique;57;91;88;39000;18 mois après le diplôme;70;12;12;2;113;12;18;70;91;39000;57;-1071607685;0
2020;MASTER LMD;Université de Paris;Paris;Lettres, langues, arts;Lettres, langues, arts;58;82;77;28500;18 mois après le diplôme;98;18;13;2;121;12;18;98;82;28500;58;-1071607685;0
2020;MASTER LMD;Université de Paris;Paris;Sciences humaines et sociales;Psychologie;57;89;87;29600;18 mois après le diplôme;126;23;17;2;121;12;18;126;89;29600;57;-1071607685;0
2020;MASTER LMD;Université de Paris;Paris;Sciences humaines et sociales;Information communication;0;;nd;;30 mois après le diplôme;0;ns;11;2;121;12;30;0;;;0;-1071607685;0
2020;MASTER LMD;Université de Paris;Paris;Sciences, technologies et santé;Ensemble sciences, technologies et santé;51;90;81;37400;18 mois après le diplôme;133;24;8;2;121;12;18;133;90;37400;51;-1071607685;0
2020;MASTER LMD;Université de Paris;Paris;Sciences, technologies et santé;Sciences fondamentales;51;;ns;;18 mois après le diplôme;29;5;20;2;121;12;18;29;;;51;-1071607685;0
2020;MASTER LMD;Université de Paris;Paris;Sciences, technologies et santé;Sciences de l'ingénieur;43;;ns;;18 mois après le diplôme;6;1;19;2;121;12;18;6;;;43;-1071607685;0
2020;MASTER LMD;Université de Paris;Paris;Sciences, technologies et santé;Autres sciences, technologies et santé;56;;ns;;30 mois après le diplôme;17;3;3;2;121;12;30;17;;;56;-1071607685;0
2020;MASTER LMD;Rouen;Normandie;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;72;95;93;31200;18 mois après le diplôme;153;37;6;2;110;12;18;153;95;31200;72;-1071607685;0
2020;MASTER LMD;Rouen;Normandie;Droit, économie et gestion;Droit;75;91;87;27000;18 mois après le diplôme;44;10;4;2;110;12;18;44;91;27000;75;-1071607685;0
2020;MASTER LMD;Rouen;Normandie;Droit, économie et gestion;Gestion;73;95;95;33400;30 mois après le diplôme;69;17;9;2;110;12;30;69;95;33400;73;-1071607685;0
2020;MASTER LMD;Rouen;Normandie;Lettres, langues, arts;Lettres, langues, arts;59;;ns;;18 mois après le diplôme;27;8;13;2;110;12;18;27;;;59;-1071607685;0
2020;MASTER LMD;Rouen;Normandie;Lettres, langues, arts;Lettres, langues, arts;59;;ns;;30 mois après le diplôme;27;8;13;2;110;12;30;27;;;59;-1071607685;0
2020;MASTER LMD;Rouen;Normandie;Sciences humaines et sociales;Psychologie;82;98;96;28600;18 mois après le diplôme;45;10;17;2;110;12;18;45;98;28600;82;-1071607685;0
2020;MASTER LMD;Rouen;Normandie;Sciences humaines et sociales;Autres sciences humaines et sociales;79;88;83;25000;18 mois après le diplôme;51;12;2;2;110;12;18;51;88;25000;79;-1071607685;0
2020;MASTER LMD;Rouen;Normandie;Sciences, technologies et santé;Sciences fondamentales;73;;ns;;30 mois après le diplôme;9;2;20;2;110;12;30;9;;;73;-1071607685;0
2020;MASTER ENS;Le Havre;Normandie;Masters enseignement;Masters enseignement;51;;ns;;30 mois après le diplôme;18;ns;14;1;65;12;30;18;;;51;-1071607685;0
2020;MASTER LMD;Le Havre;Normandie;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;52;87;79;29500;18 mois après le diplôme;58;50;6;2;65;12;18;58;87;29500;52;-1071607685;0
2020;MASTER LMD;Le Havre;Normandie;Droit, économie et gestion;Économie;50;91;82;;18 mois après le diplôme;45;40;5;2;65;12;18;45;91;;50;-1071607685;0
2020;MASTER LMD;Le Havre;Normandie;Droit, économie et gestion;Économie;50;89;85;33000;30 mois après le diplôme;45;40;5;2;65;12;30;45;89;33000;50;-1071607685;0
2020;MASTER LMD;Le Havre;Normandie;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;100;;ns;;18 mois après le diplôme;2;2;1;2;65;12;18;2;;;100;-1071607685;0
2020;MASTER LMD;Le Havre;Normandie;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;100;;ns;;30 mois après le diplôme;2;2;1;2;65;12;30;2;;;100;-1071607685;0
2020;MASTER LMD;Le Havre;Normandie;Sciences humaines et sociales;Autres sciences humaines et sociales;89;;ns;;30 mois après le diplôme;23;16;2;2;65;12;30;23;;;89;-1071607685;0
2020;MASTER LMD;Le Havre;Normandie;Sciences, technologies et santé;Ensemble sciences, technologies et santé;76;98;98;32800;30 mois après le diplôme;40;26;8;2;65;12;30;40;98;32800;76;-1071607685;0
2020;MASTER LMD;Le Havre;Normandie;Sciences, technologies et santé;Sciences de l'ingénieur;75;;ns;;30 mois après le diplôme;11;7;19;2;65;12;30;11;;;75;-1071607685;0
