annee;diplome;etablissement;academie;domaine;discipline;taux_de_reponse;taux_dinsertion;taux_d_emploi;salaire_brut_annuel_estime;situation;nombre_de_reponses;poids_de_la_discipline;idDiscipline;idDiplome;idLieu;IdTemps;SituationMois;NombreReponsesCAST(INT);TauxInsertionCAST(INT);SalaireBrutAnnuelEstimeCAST(INT);TauxReponsesCAST(INT);ErrorCode;ErrorColumn
2012;MASTER LMD;Clermont-Ferrand 2 - Blaise Pascal;Clermont-Ferrand;Sciences, technologies et santé;Sciences de l'ingénieur;68;95;;32600;18 mois après le diplôme;42;14;19;2;49;4;18;42;95;32600;68;-1071607685;0
2012;MASTER LMD;Clermont-Ferrand 2 - Blaise Pascal;Clermont-Ferrand;Sciences, technologies et santé;Informatique;69;;;;18 mois après le diplôme;10;3;12;2;49;4;18;10;;;69;-1071607685;0
2012;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Lettres, langues, arts;Lettres, langues, arts;89;;;;30 mois après le diplôme;15;5;13;2;102;4;30;15;;;89;-1071607685;0
2012;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences humaines et sociales;Histoire-géographie;82;;;;18 mois après le diplôme;6;2;10;2;102;4;18;6;;;82;-1071607685;0
2012;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences, technologies et santé;Ensemble sciences, technologies et santé;92;87;;28800;30 mois après le diplôme;101;36;8;2;102;4;30;101;87;28800;92;-1071607685;0
2012;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences, technologies et santé;Ensemble sciences, technologies et santé;92;76;;25300;18 mois après le diplôme;101;36;8;2;102;4;18;101;76;25300;92;-1071607685;0
2012;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences, technologies et santé;Sciences de la vie et de la terre;97;60;;;18 mois après le diplôme;26;9;18;2;102;4;18;26;60;;97;-1071607685;0
2012;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences, technologies et santé;Autres sciences, technologies et santé;93;;;;30 mois après le diplôme;9;3;3;2;102;4;30;9;;;93;-1071607685;0
2012;MASTER LMD;Pau - Pays de l'Adour;Bordeaux;Sciences, technologies et santé;Autres sciences, technologies et santé;93;;;;18 mois après le diplôme;9;3;3;2;102;4;18;9;;;93;-1071607685;0
2012;MASTER ENS;Perpignan - Via Domitia;Montpellier;Masters enseignement;Masters enseignement;48;;;;30 mois après le diplôme;7;100;14;1;103;4;30;7;;;48;-1071607685;0
2012;MASTER LMD;Perpignan - Via Domitia;Montpellier;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;51;94;;26700;30 mois après le diplôme;77;60;6;2;103;4;30;77;94;26700;51;-1071607685;0
2012;MASTER LMD;Perpignan - Via Domitia;Montpellier;Droit, économie et gestion;Droit;49;78;;;18 mois après le diplôme;39;30;4;2;103;4;18;39;78;;49;-1071607685;0
2012;MASTER LMD;Perpignan - Via Domitia;Montpellier;Lettres, langues, arts;Lettres, langues, arts;50;;;;18 mois après le diplôme;12;9;13;2;103;4;18;12;;;50;-1071607685;0
2012;MASTER LMD;Perpignan - Via Domitia;Montpellier;Sciences humaines et sociales;Autres sciences humaines et sociales;47;;;;30 mois après le diplôme;10;8;2;2;103;4;30;10;;;47;-1071607685;0
2012;MASTER LMD;Perpignan - Via Domitia;Montpellier;Sciences, technologies et santé;Sciences de l'ingénieur;100;;;;18 mois après le diplôme;1;1;19;2;103;4;18;1;;;100;-1071607685;0
2012;MASTER LMD;Perpignan - Via Domitia;Montpellier;Sciences, technologies et santé;Autres sciences, technologies et santé;67;;;;30 mois après le diplôme;11;7;3;2;103;4;30;11;;;67;-1071607685;0
2012;MASTER LMD;Strasbourg;Strasbourg;Droit, économie et gestion;Droit;78;94;;30400;30 mois après le diplôme;86;11;4;2;114;4;30;86;94;30400;78;-1071607685;0
2012;MASTER LMD;Strasbourg;Strasbourg;Droit, économie et gestion;Droit;78;94;;27000;18 mois après le diplôme;86;11;4;2;114;4;18;86;94;27000;78;-1071607685;0
2012;MASTER LMD;Strasbourg;Strasbourg;Droit, économie et gestion;Économie;100;;;;30 mois après le diplôme;5;1;5;2;114;4;30;5;;;100;-1071607685;0
2012;MASTER LMD;Strasbourg;Strasbourg;Sciences humaines et sociales;Ensemble sciences humaines et sociales;79;90;;22900;18 mois après le diplôme;139;17;7;2;114;4;18;139;90;22900;79;-1071607685;0
2012;MASTER LMD;Strasbourg;Strasbourg;Sciences, technologies et santé;Sciences de la vie et de la terre;84;84;;27600;30 mois après le diplôme;70;8;18;2;114;4;30;70;84;27600;84;-1071607685;0
2012;MASTER LMD;Strasbourg;Strasbourg;Sciences, technologies et santé;Sciences fondamentales;90;81;;28900;18 mois après le diplôme;53;6;20;2;114;4;18;53;81;28900;90;-1071607685;0
2012;MASTER LMD;Strasbourg;Strasbourg;Sciences, technologies et santé;Informatique;81;97;;;30 mois après le diplôme;38;4;12;2;114;4;30;38;97;;81;-1071607685;0
2012;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Droit, économie et gestion;Droit;90;;;;30 mois après le diplôme;29;13;4;2;82;4;30;29;;;90;-1071607685;0
2012;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Lettres, langues, arts;Lettres, langues, arts;82;;;;18 mois après le diplôme;26;11;13;2;82;4;18;26;;;82;-1071607685;0
2012;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Sciences humaines et sociales;Ensemble sciences humaines et sociales;84;94;;;30 mois après le diplôme;31;12;7;2;82;4;30;31;94;;84;-1071607685;0
2012;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Sciences humaines et sociales;Histoire-géographie;0;;;;30 mois après le diplôme;0;;10;2;82;4;30;0;;;0;-1071607685;0
2012;MASTER LMD;Mulhouse - Haute Alsace;Strasbourg;Sciences humaines et sociales;Autres sciences humaines et sociales;78;;;;30 mois après le diplôme;14;6;2;2;82;4;30;14;;;78;-1071607685;0
2012;MASTER ENS;Lyon 1 - Claude Bernard;Lyon;Masters enseignement;Masters enseignement;77;99;;26400;18 mois après le diplôme;149;100;14;1;75;4;18;149;99;26400;77;-1071607685;0
2012;MASTER LMD;Lyon 1 - Claude Bernard;Lyon;Sciences, technologies et santé;Sciences de l'ingénieur;84;90;;29900;18 mois après le diplôme;82;19;19;2;75;4;18;82;90;29900;84;-1071607685;0
2012;MASTER LMD;Lyon 2 - Lumière;Lyon;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;73;88;;29300;30 mois après le diplôme;207;32;6;2;76;4;30;207;88;29300;73;-1071607685;0
2012;MASTER LMD;Lyon 2 - Lumière;Lyon;Sciences humaines et sociales;Histoire-géographie;70;78;;23000;18 mois après le diplôme;61;9;10;2;76;4;18;61;78;23000;70;-1071607685;0
2012;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;71;72;;;18 mois après le diplôme;44;6;1;2;77;4;18;44;72;;71;-1071607685;0
2012;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Lettres, langues, arts;Lettres, langues, arts;73;84;;26500;30 mois après le diplôme;83;11;13;2;77;4;30;83;84;26500;73;-1071607685;0
2012;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Lettres, langues, arts;Lettres, langues, arts;73;86;;25200;18 mois après le diplôme;83;11;13;2;77;4;18;83;86;25200;73;-1071607685;0
2012;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Sciences humaines et sociales;Histoire-géographie;94;;;;30 mois après le diplôme;28;3;10;2;77;4;30;28;;;94;-1071607685;0
2012;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Sciences humaines et sociales;Histoire-géographie;94;;;;18 mois après le diplôme;28;3;10;2;77;4;18;28;;;94;-1071607685;0
2012;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Sciences humaines et sociales;Information communication;80;83;;;30 mois après le diplôme;46;6;11;2;77;4;30;46;83;;80;-1071607685;0
2012;MASTER LMD;Lyon 3 - Jean Moulin;Lyon;Sciences humaines et sociales;Autres sciences humaines et sociales;81;78;;;30 mois après le diplôme;46;6;2;2;77;4;30;46;78;;81;-1071607685;0
2012;MASTER LMD;Le Mans;Nantes;Droit, économie et gestion;Gestion;75;;;;30 mois après le diplôme;4;3;9;2;66;4;30;4;;;75;-1071607685;0
2012;MASTER LMD;Le Mans;Nantes;Droit, économie et gestion;Gestion;75;;;;18 mois après le diplôme;4;3;9;2;66;4;18;4;;;75;-1071607685;0
2012;MASTER LMD;Le Mans;Nantes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;82;70;;;18 mois après le diplôme;32;23;7;2;66;4;18;32;70;;82;-1071607685;0
2012;MASTER LMD;Le Mans;Nantes;Sciences, technologies et santé;Sciences de l'ingénieur;91;;;;30 mois après le diplôme;8;6;19;2;66;4;30;8;;;91;-1071607685;0
2012;MASTER LMD;Le Mans;Nantes;Sciences, technologies et santé;Informatique;100;;;;30 mois après le diplôme;5;4;12;2;66;4;30;5;;;100;-1071607685;0
2012;MASTER LMD;Le Mans;Nantes;Sciences, technologies et santé;Autres sciences, technologies et santé;82;;;;18 mois après le diplôme;18;13;3;2;66;4;18;18;;;82;-1071607685;0
2012;MASTER LMD;Savoie Mont Blanc;Grenoble;Droit, économie et gestion;Gestion;85;93;;29100;30 mois après le diplôme;216;50;9;2;112;4;30;216;93;29100;85;-1071607685;0
2012;MASTER LMD;Savoie Mont Blanc;Grenoble;Sciences humaines et sociales;Ensemble sciences humaines et sociales;92;86;;24700;30 mois après le diplôme;79;17;7;2;112;4;30;79;86;24700;92;-1071607685;0
2012;MASTER LMD;Savoie Mont Blanc;Grenoble;Sciences humaines et sociales;Histoire-géographie;87;;;;18 mois après le diplôme;11;2;10;2;112;4;18;11;;;87;-1071607685;0
2012;MASTER LMD;Savoie Mont Blanc;Grenoble;Sciences humaines et sociales;Psychologie;98;86;;;30 mois après le diplôme;49;10;17;2;112;4;30;49;86;;98;-1071607685;0
2012;MASTER LMD;Savoie Mont Blanc;Grenoble;Sciences, technologies et santé;Ensemble sciences, technologies et santé;95;92;;28100;18 mois après le diplôme;93;19;8;2;112;4;18;93;92;28100;95;-1071607685;0
2012;MASTER LMD;Savoie Mont Blanc;Grenoble;Sciences, technologies et santé;Sciences fondamentales;84;;;;30 mois après le diplôme;17;4;20;2;112;4;30;17;;;84;-1071607685;0
2012;MASTER LMD;Savoie Mont Blanc;Grenoble;Sciences, technologies et santé;Sciences fondamentales;84;;;;18 mois après le diplôme;17;4;20;2;112;4;18;17;;;84;-1071607685;0
2012;MASTER LMD;Savoie Mont Blanc;Grenoble;Sciences, technologies et santé;Sciences de l'ingénieur;100;;;;18 mois après le diplôme;2;0;19;2;112;4;18;2;;;100;-1071607685;0
2012;MASTER LMD;Paris - Dauphine;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;0;;;;30 mois après le diplôme;0;;6;2;87;4;30;0;;;0;-1071607685;0
2012;MASTER LMD;Paris - Dauphine;Paris;Droit, économie et gestion;Économie;0;;;;18 mois après le diplôme;0;;5;2;87;4;18;0;;;0;-1071607685;0
2012;MASTER LMD;Paris - Dauphine;Paris;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;0;;;;18 mois après le diplôme;0;;1;2;87;4;18;0;;;0;-1071607685;0
2012;MASTER LMD;Paris - Dauphine;Paris;Sciences, technologies et santé;Sciences fondamentales;0;;;;18 mois après le diplôme;0;;20;2;87;4;18;0;;;0;-1071607685;0
2012;MASTER LMD;Paris 1 - Panthéon Sorbonne;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;69;93;;35600;30 mois après le diplôme;507;63;6;2;88;4;30;507;93;35600;69;-1071607685;0
2012;MASTER LMD;Paris 1 - Panthéon Sorbonne;Paris;Droit, économie et gestion;Économie;75;90;;37200;30 mois après le diplôme;110;14;5;2;88;4;30;110;90;37200;75;-1071607685;0
2012;MASTER LMD;Paris 1 - Panthéon Sorbonne;Paris;Droit, économie et gestion;Gestion;64;90;;33200;18 mois après le diplôme;198;25;9;2;88;4;18;198;90;33200;64;-1071607685;0
2012;MASTER LMD;Paris 1 - Panthéon Sorbonne;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;74;77;;26400;18 mois après le diplôme;188;22;7;2;88;4;18;188;77;26400;74;-1071607685;0
2012;MASTER LMD;Paris 1 - Panthéon Sorbonne;Paris;Sciences humaines et sociales;Histoire-géographie;73;91;;28100;30 mois après le diplôme;64;7;10;2;88;4;30;64;91;28100;73;-1071607685;0
2012;MASTER LMD;Paris 1 - Panthéon Sorbonne;Paris;Sciences, technologies et santé;Sciences fondamentales;60;;;;18 mois après le diplôme;7;1;20;2;88;4;18;7;;;60;-1071607685;0
2012;MASTER LMD;Paris 2 - Panthéon Assas;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;51;94;;39500;30 mois après le diplôme;204;88;6;2;90;4;30;204;94;39500;51;-1071607685;0
2012;MASTER LMD;Paris 2 - Panthéon Assas;Paris;Droit, économie et gestion;Droit;52;99;;39000;30 mois après le diplôme;71;31;4;2;90;4;30;71;99;39000;52;-1071607685;0
2012;MASTER LMD;Paris 2 - Panthéon Assas;Paris;Droit, économie et gestion;Droit;52;88;;32400;18 mois après le diplôme;71;31;4;2;90;4;18;71;88;32400;52;-1071607685;0
2012;MASTER LMD;Paris 2 - Panthéon Assas;Paris;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;48;;;;18 mois après le diplôme;12;5;1;2;90;4;18;12;;;48;-1071607685;0
2012;MASTER LMD;Paris 2 - Panthéon Assas;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;63;94;;;30 mois après le diplôme;35;12;7;2;90;4;30;35;94;;63;-1071607685;0
2012;MASTER LMD;Paris 4 - Sorbonne;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;57;94;;32800;30 mois après le diplôme;199;67;7;2;92;4;30;199;94;32800;57;-1071607685;0
2012;MASTER LMD;Paris 4 - Sorbonne;Paris;Sciences humaines et sociales;Histoire-géographie;69;73;;;18 mois après le diplôme;43;15;10;2;92;4;18;43;73;;69;-1071607685;0
2012;MASTER LMD;Paris 4 - Sorbonne;Paris;Sciences humaines et sociales;Autres sciences humaines et sociales;59;97;;;30 mois après le diplôme;31;10;2;2;92;4;30;31;97;;59;-1071607685;0
2012;MASTER LMD;Paris 4 - Sorbonne;Paris;Sciences humaines et sociales;Autres sciences humaines et sociales;59;94;;;18 mois après le diplôme;31;10;2;2;92;4;18;31;94;;59;-1071607685;0
2012;MASTER ENS;Paris René Descartes;Paris;Masters enseignement;Masters enseignement;62;100;;27500;18 mois après le diplôme;49;100;14;1;97;4;18;49;100;27500;62;-1071607685;0
2012;MASTER LMD;Paris René Descartes;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;66;91;;33300;18 mois après le diplôme;65;20;6;2;97;4;18;65;91;33300;66;-1071607685;0
2012;MASTER LMD;Paris René Descartes;Paris;Droit, économie et gestion;Économie;46;;;;30 mois après le diplôme;9;3;5;2;97;4;30;9;;;46;-1071607685;0
2012;MASTER LMD;Paris René Descartes;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;74;90;;28100;30 mois après le diplôme;183;49;7;2;97;4;30;183;90;28100;74;-1071607685;0
2012;MASTER LMD;Paris René Descartes;Paris;Sciences humaines et sociales;Psychologie;75;80;;23400;18 mois après le diplôme;103;28;17;2;97;4;18;103;80;23400;75;-1071607685;0
2012;MASTER LMD;Paris René Descartes;Paris;Sciences, technologies et santé;Ensemble sciences, technologies et santé;66;90;;36700;30 mois après le diplôme;89;27;8;2;97;4;30;89;90;36700;66;-1071607685;0
2012;MASTER LMD;Paris Pierre et Marie Curie;Paris;Sciences, technologies et santé;Sciences de l'ingénieur;62;98;;35500;30 mois après le diplôme;54;18;19;2;96;4;30;54;98;35500;62;-1071607685;0
2012;MASTER LMD;Paris Pierre et Marie Curie;Paris;Sciences, technologies et santé;Autres sciences, technologies et santé;58;;;;18 mois après le diplôme;17;6;3;2;96;4;18;17;;;58;-1071607685;0
2012;MASTER ENS;Paris 7 - Denis Diderot;Paris;Masters enseignement;Masters enseignement;73;;;;30 mois après le diplôme;27;100;14;1;93;4;30;27;;;73;-1071607685;0
2012;MASTER LMD;Paris 7 - Denis Diderot;Paris;Lettres, langues, arts;Lettres, langues, arts;51;96;;27300;30 mois après le diplôme;54;25;13;2;93;4;30;54;96;27300;51;-1071607685;0
2012;MASTER LMD;Paris 7 - Denis Diderot;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;61;87;;26500;18 mois après le diplôme;85;33;7;2;93;4;18;85;87;26500;61;-1071607685;0
2012;MASTER LMD;Paris 7 - Denis Diderot;Paris;Sciences, technologies et santé;Sciences fondamentales;51;85;;;30 mois après le diplôme;33;14;20;2;93;4;30;33;85;;51;-1071607685;0
2012;MASTER LMD;Paris 7 - Denis Diderot;Paris;Sciences, technologies et santé;Informatique;65;;;;18 mois après le diplôme;16;7;12;2;93;4;18;16;;;65;-1071607685;0
2012;MASTER ENS;Rouen;Normandie;Masters enseignement;Masters enseignement;69;100;;26200;18 mois après le diplôme;119;100;14;1;110;4;18;119;100;26200;69;-1071607685;0
2012;MASTER LMD;Rouen;Normandie;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;80;90;;26500;18 mois après le diplôme;136;34;6;2;110;4;18;136;90;26500;80;-1071607685;0
2012;MASTER LMD;Rouen;Normandie;Droit, économie et gestion;Gestion;80;93;;29600;30 mois après le diplôme;89;22;9;2;110;4;30;89;93;29600;80;-1071607685;0
2012;MASTER LMD;Rouen;Normandie;Sciences, technologies et santé;Sciences fondamentales;83;;;;30 mois après le diplôme;17;5;20;2;110;4;30;17;;;83;-1071607685;0
2012;MASTER LMD;Rouen;Normandie;Sciences, technologies et santé;Sciences fondamentales;83;;;;18 mois après le diplôme;17;5;20;2;110;4;18;17;;;83;-1071607685;0
2012;MASTER LMD;Rouen;Normandie;Sciences, technologies et santé;Autres sciences, technologies et santé;67;;;;30 mois après le diplôme;8;2;3;2;110;4;30;8;;;67;-1071607685;0
2012;MASTER LMD;Le Havre;Normandie;Droit, économie et gestion;Gestion;50;85;;28500;30 mois après le diplôme;60;58;9;2;65;4;30;60;85;28500;50;-1071607685;0
2012;MASTER LMD;Le Havre;Normandie;Sciences, technologies et santé;Sciences de la vie et de la terre;0;;;;30 mois après le diplôme;0;;18;2;65;4;30;0;;;0;-1071607685;0
2012;MASTER ENS;Paris-Est Marne-la-Vallée;Créteil;Masters enseignement;Masters enseignement;73;;;;30 mois après le diplôme;10;100;14;1;99;4;30;10;;;73;-1071607685;0
2012;MASTER LMD;Paris-Est Marne-la-Vallée;Créteil;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;69;91;;32200;30 mois après le diplôme;161;34;6;2;99;4;30;161;91;32200;69;-1071607685;0
2012;MASTER LMD;Paris-Est Marne-la-Vallée;Créteil;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;81;;;;30 mois après le diplôme;12;3;1;2;99;4;30;12;;;81;-1071607685;0
2012;MASTER LMD;Paris-Est Marne-la-Vallée;Créteil;Sciences humaines et sociales;Histoire-géographie;80;;;;18 mois après le diplôme;6;1;10;2;99;4;18;6;;;80;-1071607685;0
2012;MASTER LMD;Paris-Est Marne-la-Vallée;Créteil;Sciences humaines et sociales;Information communication;77;89;;31200;30 mois après le diplôme;37;7;11;2;99;4;30;37;89;31200;77;-1071607685;0
2012;MASTER LMD;Paris-Est Marne-la-Vallée;Créteil;Sciences humaines et sociales;Autres sciences humaines et sociales;78;91;;31700;30 mois après le diplôme;88;16;2;2;99;4;30;88;91;31700;78;-1071607685;0
2012;MASTER LMD;Paris-Est Marne-la-Vallée;Créteil;Sciences, technologies et santé;Ensemble sciences, technologies et santé;77;95;;34400;30 mois après le diplôme;173;33;8;2;99;4;30;173;95;34400;77;-1071607685;0
2012;MASTER LMD;Paris-Est Marne-la-Vallée;Créteil;Sciences, technologies et santé;Informatique;81;;;;18 mois après le diplôme;22;4;12;2;99;4;18;22;;;81;-1071607685;0
2012;MASTER LMD;Versailles Saint-Quentin-en-Yvelines;Versailles;Droit, économie et gestion;Droit;62;89;;30900;30 mois après le diplôme;57;14;4;2;126;4;30;57;89;30900;62;-1071607685;0
2012;MASTER LMD;Versailles Saint-Quentin-en-Yvelines;Versailles;Droit, économie et gestion;Gestion;54;90;;32400;30 mois après le diplôme;124;30;9;2;126;4;30;124;90;32400;54;-1071607685;0
2012;MASTER LMD;Versailles Saint-Quentin-en-Yvelines;Versailles;Droit, économie et gestion;Gestion;54;93;;30100;18 mois après le diplôme;124;30;9;2;126;4;18;124;93;30100;54;-1071607685;0
2012;MASTER LMD;Versailles Saint-Quentin-en-Yvelines;Versailles;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;71;90;;;18 mois après le diplôme;29;7;1;2;126;4;18;29;90;;71;-1071607685;0
2012;MASTER LMD;Versailles Saint-Quentin-en-Yvelines;Versailles;Sciences humaines et sociales;Information communication;63;;;;30 mois après le diplôme;16;3;11;2;126;4;30;16;;;63;-1071607685;0
2012;MASTER LMD;Versailles Saint-Quentin-en-Yvelines;Versailles;Sciences humaines et sociales;Information communication;63;;;;18 mois après le diplôme;16;3;11;2;126;4;18;16;;;63;-1071607685;0
2012;MASTER LMD;Versailles Saint-Quentin-en-Yvelines;Versailles;Sciences, technologies et santé;Sciences de la vie et de la terre;80;;;;30 mois après le diplôme;22;5;18;2;126;4;30;22;;;80;-1071607685;0
2012;MASTER ENS;Amiens - Picardie Jules-Verne;Amiens;Masters enseignement;Masters enseignement;69;98;;26500;30 mois après le diplôme;118;100;14;1;32;4;30;118;98;26500;69;-1071607685;0
2012;MASTER LMD;Amiens - Picardie Jules-Verne;Amiens;Sciences humaines et sociales;Information communication;52;96;;33100;30 mois après le diplôme;49;16;11;2;32;4;30;49;96;33100;52;-1071607685;0
2012;MASTER LMD;Amiens - Picardie Jules-Verne;Amiens;Sciences, technologies et santé;Sciences de l'ingénieur;77;;;;18 mois après le diplôme;15;5;19;2;32;4;18;15;;;77;-1071607685;0
2012;MASTER LMD;INU Jean-François Champollion;Toulouse;Sciences, technologies et santé;Ensemble sciences, technologies et santé;79;;;;30 mois après le diplôme;8;ns;8;2;62;4;30;8;;;79;-1071607685;0
2012;MASTER LMD;INU Jean-François Champollion;Toulouse;Sciences, technologies et santé;Sciences de l'ingénieur;79;;;;30 mois après le diplôme;8;ns;19;2;62;4;30;8;;;79;-1071607685;0
2012;MASTER ENS;Toulon;Nice;Masters enseignement;Masters enseignement;67;;;;18 mois après le diplôme;9;100;14;1;115;4;18;9;;;67;-1071607685;0
2012;MASTER LMD;Toulon;Nice;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;73;83;;24000;30 mois après le diplôme;77;43;6;2;115;4;30;77;83;24000;73;-1071607685;0
2012;MASTER LMD;Toulon;Nice;Lettres, langues, arts;Lettres, langues, arts;76;;;;30 mois après le diplôme;29;16;13;2;115;4;30;29;;;76;-1071607685;0
2012;MASTER LMD;Toulon;Nice;Sciences humaines et sociales;Information communication;67;88;;29600;30 mois après le diplôme;57;35;11;2;115;4;30;57;88;29600;67;-1071607685;0
2012;MASTER LMD;Toulon;Nice;Sciences, technologies et santé;Ensemble sciences, technologies et santé;61;;;;30 mois après le diplôme;8;5;8;2;115;4;30;8;;;61;-1071607685;0
2012;MASTER LMD;Toulon;Nice;Sciences, technologies et santé;Sciences fondamentales;0;;;;18 mois après le diplôme;0;;20;2;115;4;18;0;;;0;-1071607685;0
2012;MASTER LMD;Toulon;Nice;Sciences, technologies et santé;Informatique;75;;;;18 mois après le diplôme;3;2;12;2;115;4;18;3;;;75;-1071607685;0
2012;MASTER LMD;Avignon;Aix-Marseille;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;59;;;;18 mois après le diplôme;23;20;6;2;36;4;18;23;;;59;-1071607685;0
2012;MASTER LMD;Avignon;Aix-Marseille;Sciences humaines et sociales;Ensemble sciences humaines et sociales;75;79;;;18 mois après le diplôme;44;30;7;2;36;4;18;44;79;;75;-1071607685;0
2012;MASTER LMD;Avignon;Aix-Marseille;Sciences humaines et sociales;Information communication;67;;;;30 mois après le diplôme;26;17;11;2;36;4;30;26;;;67;-1071607685;0
2012;MASTER LMD;Avignon;Aix-Marseille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;67;90;;29600;30 mois après le diplôme;52;40;8;2;36;4;30;52;90;29600;67;-1071607685;0
2012;MASTER LMD;Poitiers;Poitiers;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;37;84;;26300;18 mois après le diplôme;253;62;6;2;104;4;18;253;84;26300;37;-1071607685;0
2012;MASTER LMD;Poitiers;Poitiers;Droit, économie et gestion;Droit;69;83;;25400;18 mois après le diplôme;70;17;4;2;104;4;18;70;83;25400;69;-1071607685;0
2012;MASTER LMD;Poitiers;Poitiers;Sciences humaines et sociales;Psychologie;74;92;;;30 mois après le diplôme;38;5;17;2;104;4;30;38;92;;74;-1071607685;0
2012;MASTER LMD;Poitiers;Poitiers;Sciences humaines et sociales;Psychologie;74;82;;;18 mois après le diplôme;38;5;17;2;104;4;18;38;82;;74;-1071607685;0
2012;MASTER LMD;Poitiers;Poitiers;Sciences, technologies et santé;Sciences fondamentales;75;;;;30 mois après le diplôme;18;2;20;2;104;4;30;18;;;75;-1071607685;0
2012;MASTER LMD;Poitiers;Poitiers;Sciences, technologies et santé;Sciences de l'ingénieur;85;;;;30 mois après le diplôme;27;4;19;2;104;4;30;27;;;85;-1071607685;0
2012;MASTER LMD;Poitiers;Poitiers;Sciences, technologies et santé;Autres sciences, technologies et santé;69;93;;32100;30 mois après le diplôme;40;5;3;2;104;4;30;40;93;32100;69;-1071607685;0
2012;MASTER LMD;Limoges;Limoges;Droit, économie et gestion;Économie;78;;;;30 mois après le diplôme;12;6;5;2;72;4;30;12;;;78;-1071607685;0
2012;MASTER LMD;Limoges;Limoges;Droit, économie et gestion;Gestion;74;89;;25700;18 mois après le diplôme;64;32;9;2;72;4;18;64;89;25700;74;-1071607685;0
2012;MASTER LMD;Limoges;Limoges;Lettres, langues, arts;Lettres, langues, arts;64;;;;18 mois après le diplôme;22;12;13;2;72;4;18;22;;;64;-1071607685;0
2012;MASTER LMD;Limoges;Limoges;Sciences humaines et sociales;Ensemble sciences humaines et sociales;69;;;;30 mois après le diplôme;19;10;7;2;72;4;30;19;;;69;-1071607685;0
2012;MASTER LMD;Limoges;Limoges;Sciences humaines et sociales;Histoire-géographie;71;;;;18 mois après le diplôme;5;3;10;2;72;4;18;5;;;71;-1071607685;0
2012;MASTER LMD;Limoges;Limoges;Sciences, technologies et santé;Ensemble sciences, technologies et santé;71;92;;28500;18 mois après le diplôme;52;26;8;2;72;4;18;52;92;28500;71;-1071607685;0
2012;MASTER LMD;Limoges;Limoges;Sciences, technologies et santé;Sciences de la vie et de la terre;70;;;;30 mois après le diplôme;28;14;18;2;72;4;30;28;;;70;-1071607685;0
2012;MASTER LMD;Limoges;Limoges;Sciences, technologies et santé;Sciences de la vie et de la terre;70;;;;18 mois après le diplôme;28;14;18;2;72;4;18;28;;;70;-1071607685;0
2012;MASTER LMD;Limoges;Limoges;Sciences, technologies et santé;Sciences de l'ingénieur;88;;;;18 mois après le diplôme;14;7;19;2;72;4;18;14;;;88;-1071607685;0
2012;MASTER LMD;Paris 11 - Paris Sud;Versailles;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;88;90;;35100;30 mois après le diplôme;132;31;6;2;89;4;30;132;90;35100;88;-1071607685;0
